Tempo,Corpos,Cores,Movimento,Nucleos
2.924667, 500,  16, 100, Dezesseis
2.871689, 500,  16, 100, Dezesseis
3.621104, 500,  16, 100, Dezesseis
3.636688, 500,  16, 100, Dezesseis
3.504703, 500,  16, 100, Dezesseis
3.67586, 500,  16, 100, Dezesseis
3.73871, 500,  16, 100, Dezesseis
3.633992, 500,  16, 100, Dezesseis
2.896605, 500,  16, 100, Dezesseis
3.534418, 500,  16, 100, Dezesseis
3.582818, 500,  16, 100, Dezesseis
3.59108, 500,  16, 100, Dezesseis
5.362505, 600,  16, 100, Dezesseis
5.414398, 600,  16, 100, Dezesseis
5.586676, 600,  16, 100, Dezesseis
4.665197, 600,  16, 100, Dezesseis
5.628189, 600,  16, 100, Dezesseis
5.528329, 600,  16, 100, Dezesseis
4.747636, 600,  16, 100, Dezesseis
5.477041, 600,  16, 100, Dezesseis
5.304989, 600,  16, 100, Dezesseis
5.393475, 600,  16, 100, Dezesseis
5.218252, 600,  16, 100, Dezesseis
5.366803, 600,  16, 100, Dezesseis
5.349253, 600,  16, 100, Dezesseis
4.46252, 600,  16, 100, Dezesseis
5.544854, 600,  16, 100, Dezesseis
5.348112, 600,  16, 100, Dezesseis
5.332978, 600,  16, 100, Dezesseis
5.726568, 600,  16, 100, Dezesseis
4.510658, 600,  16, 100, Dezesseis
5.278416, 600,  16, 100, Dezesseis
5.411333, 600,  16, 100, Dezesseis
5.53725, 600,  16, 100, Dezesseis
4.451828, 600,  16, 100, Dezesseis
5.397845, 600,  16, 100, Dezesseis
5.263782, 600,  16, 100, Dezesseis
5.575867, 600,  16, 100, Dezesseis
5.446864, 600,  16, 100, Dezesseis
5.720008, 600,  16, 100, Dezesseis
5.288671, 600,  16, 100, Dezesseis
4.448311, 600,  16, 100, Dezesseis
5.197973, 600,  16, 100, Dezesseis
5.583147, 600,  16, 100, Dezesseis
5.299598, 600,  16, 100, Dezesseis
4.472547, 600,  16, 100, Dezesseis
5.30313, 600,  16, 100, Dezesseis
5.484482, 600,  16, 100, Dezesseis
4.466412, 600,  16, 100, Dezesseis
5.610606, 600,  16, 100, Dezesseis
5.282433, 600,  16, 100, Dezesseis
4.462348, 600,  16, 100, Dezesseis
5.441524, 600,  16, 100, Dezesseis
4.510627, 600,  16, 100, Dezesseis
5.377767, 600,  16, 100, Dezesseis
5.575847, 600,  16, 100, Dezesseis
4.431891, 600,  16, 100, Dezesseis
5.353543, 600,  16, 100, Dezesseis
5.557608, 600,  16, 100, Dezesseis
5.386073, 600,  16, 100, Dezesseis
5.414622, 600,  16, 100, Dezesseis
5.391791, 600,  16, 100, Dezesseis
